source_row_number,service_listing_id,location_id,organization_id,organization_name,service_id,service_name,taxonomy_code,taxonomy_name,description,phone,website,email,wheelchair_accessible,language,hours,address,city,province,postal_code,latitude,longitude,healthlinkbc_url,source_label,source_url
231,20142011,17649180,17648936,Vancouver Coastal Health,17649532,Child Health Clinics,LT-3400,Immunizations,"Provides children with immunizations, growth and development checks, along with providing health information to parents and care givers.",6049324911,https://www.vch.ca/en/service/child-health-clinics,,Y,English,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00;,4380 Lorimer Road,Whistler,BC,V8E 1A7,50.120463,-122.954906,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649532&SiteResourceAgencyNum=17649180,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
232,17649543,17649222,17648936,Vancouver Coastal Health,17649542,Travel Clinic,LT-3400.8500,Travel Immunizations,"Provides prescriptions, health advice, and vaccine recommendations tailored to an individual's medical history and travel itinerary. Nurses provide vaccinations after an assessment with a doctor is completed. The clinic provides both travel and non-travel services and is designated as a Yellow Fever Vaccination Centre by the Public Health Agency of Canada.",6047369244,https://travelclinic.vch.ca/en/location-service/vch-travel-clinic-vaccination-clinic,travel.clinic@vch.ca,Y,English,Mon 08:30 - 17:00; Tue 08:30 - 17:00; Wed 08:30 - 17:00; Thu 08:30 - 17:00; Fri 08:30 - 17:00;,601 West Broadway,Vancouver,BC,V5Z 4C2,49.263278,-123.117719,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649542&SiteResourceAgencyNum=17649222,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
233,17650031,17648946,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6043216151,https://www.vch.ca/en/health-topics/immunization,,Y,English,Call for clinic hours and availability,6405 Knight Street,Vancouver,BC,V5P 2V9,49.226208,-123.077502,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17648946,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
234,17650035,17649218,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6048855164,https://www.vch.ca/en/health-topics/immunization,,Y,English,Call for clinic hours and availability,5571 Inlet Avenue,Sechelt,BC,V0N 3A0,49.474300,-123.756326,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17649218,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
235,17650036,17649410,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6049845070,https://www.vch.ca/en/health-topics/immunization,,Y,English,Call for clinic hours and availability,821 Gibsons Way,Gibsons,BC,V0N 1V8,49.406577,-123.515285,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17649410,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
236,17650037,17649300,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6049836450,https://www.vch.ca/en/health-topics/immunization,,Y,English,Call for clinic hours and availability,3625 Banff Court,North Vancouver,BC,V7H 2Z8,49.318123,-122.970750,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17649300,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
237,17650038,17649450,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6048832764,https://www.vch.ca/en/health-topics/immunization,,Y,English,Mon 08:00 - 16:00; Tue 08:00 - 16:00; Wed 08:00 - 16:00; Thu 08:00 - 16:00;,5066 Francis Peninsula Road,Madeira Park,BC,V0N 2H0,49.608066,-124.022669,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17649450,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
238,17650041,17648944,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6042616366,https://www.vch.ca/en/health-topics/immunization,,Y,English,Call for clinic hours and availability,2110 West 43rd Avenue,Vancouver,BC,V6M 2E1,49.232689,-123.156036,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17648944,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
239,17650042,17648948,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6043318909,https://www.vch.ca/en/health-topics/immunization,,Y,English,Call for clinic hours and availability,1128 Hornby Street,Vancouver,BC,V6Z 2L4,49.278937,-123.126832,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17648948,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
240,17650043,17648940,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6046753980,https://www.vch.ca/en/health-topics/immunization,,Y,English,Call for clinic hours and availability,1669 East Broadway,Vancouver,BC,V5N 1V9,49.262625,-123.070543,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17648940,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
241,17650044,17648938,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6048722511,https://www.vch.ca/en/health-topics/immunization,,Y,English,Call for clinic hours and availability,3425 Crowley Drive,Vancouver,BC,V5R 6G3,49.237104,-123.031863,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17648938,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
242,17650045,17648950,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6047096400,https://www.vch.ca/en/health-topics/immunization,,Y,English,Mon 08:30  - 17:00; Tue 08:30  - 17:00; Wed 08:30  - 17:00; Thu 08:30  - 17:00; Fri 08:30  - 17:00; Call for clinic hours and availability. Closed weekends and statutory holidays.,2450 Ontario Street,Vancouver,BC,V5T 4T7,49.263453,-123.104530,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17648950,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
243,17650046,17649220,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6049836700,https://www.vch.ca/en/health-topics/immunization,,Y,English,,132 W Esplanade,North Vancouver,BC,V7M 1A2,49.311674,-123.080569,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17649220,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
244,17650047,17649130,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6044853310,https://www.vch.ca/en/health-topics/immunization,,Y,English,Call for clinic hours and availability,5000 Joyce Avenue,Powell River,BC,V8A 5R3,49.850831,-124.518356,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17649130,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
245,17650048,17649010,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6042333150,https://www.vch.ca/en/health-topics/immunization,,Y,English,Call for clinic hours and availability,8100 Granville Avenue,Richmond,BC,V6Y 3T6,49.162660,-123.134769,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17649010,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
246,17650049,17649304,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6049046200,https://www.vch.ca/en/health-topics/immunization,,Y,English,Call for clinic hours and availability,2121 Marine Drive,West Vancouver,BC,V7V 4Y2,49.330132,-123.168844,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17649304,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
247,17650050,17649178,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6048922293,https://www.vch.ca/en/health-topics/immunization,,Y,English,Call for clinic hours and availability,1140 Hunter Place,Squamish,BC,V8B 0G8,49.702958,-123.146301,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17649178,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
248,17650051,17649176,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6048946967,https://www.vch.ca/en/health-topics/immunization,,Y,English,Call for clinic hours and availability,1403 Portage Road,Pemberton,BC,V0N 2L0,50.320760,-122.804482,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17649176,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
249,17650053,17649180,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",6049323202,https://www.vch.ca/en/health-topics/immunization,,Y,English,,4380 Lorimer Road,Whistler,BC,V8E 1A7,50.120463,-122.954906,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17649180,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
250,56996642,17649124,17648936,Vancouver Coastal Health,17650030,Immunization Clinics,LT-3400,Immunizations,"Provides seasonal and routine vaccinations for children, youth and adults at Vancouver Coastal Health immunization clinics and community health centres. Travel and additional vaccines are available through travel clinics and most pharmacies for purchase. Flu vaccinations are available on a seasonal basis.",2507995722,https://www.vch.ca/en/health-topics/immunization,,Y,English,,1025 Elcho Street,Bella Coola,BC,V0T 1C0,52.372895,-126.762576,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650030&SiteResourceAgencyNum=17649124,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
251,17650589,17648946,17648936,Vancouver Coastal Health,17650588,School Health,LT-3400,Immunizations,"Provides immunizations, health information and referral to school-aged children, staff and parents. Community public health nurses offer outreach consultation and support for families and schools, and early childhood assessments such as dental, hearing, speech, and nutrition.",6043216151,https://www.vch.ca/en/health-topics/healthy-schools,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,6405 Knight Street,Vancouver,BC,V5P 2V9,49.226208,-123.077502,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650588&SiteResourceAgencyNum=17648946,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
252,17650591,17648944,17648936,Vancouver Coastal Health,17650588,School Health,LT-3400,Immunizations,"Provides immunizations, health information and referral to school-aged children, staff and parents. Community public health nurses offer outreach consultation and support for families and schools, and early childhood assessments such as dental, hearing, speech, and nutrition.",6042616366,https://www.vch.ca/en/health-topics/healthy-schools,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,2110 West 43rd Avenue,Vancouver,BC,V6M 2E1,49.232689,-123.156036,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650588&SiteResourceAgencyNum=17648944,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
253,17650592,17648948,17648936,Vancouver Coastal Health,17650588,School Health,LT-3400,Immunizations,"Provides immunizations, health information and referral to school-aged children, staff and parents. Community public health nurses offer outreach consultation and support for families and schools, and early childhood assessments such as dental, hearing, speech, and nutrition.",6043318900,https://www.vch.ca/en/health-topics/healthy-schools,,Y,English,Mon 08:30 - 18:30; Tue 08:30 - 18:30; Wed 08:30 - 18:30; Thu 08:30 - 18:30; Fri 08:30 - 18:30;,1128 Hornby Street,Vancouver,BC,V6Z 2L4,49.278937,-123.126832,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650588&SiteResourceAgencyNum=17648948,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
254,17650593,17648940,17648936,Vancouver Coastal Health,17650588,School Health,LT-3400,Immunizations,"Provides immunizations, health information and referral to school-aged children, staff and parents. Community public health nurses offer outreach consultation and support for families and schools, and early childhood assessments such as dental, hearing, speech, and nutrition.",6046753980,https://www.vch.ca/en/health-topics/healthy-schools,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,1669 East Broadway,Vancouver,BC,V5N 1V9,49.262625,-123.070543,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650588&SiteResourceAgencyNum=17648940,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
255,17650594,17648938,17648936,Vancouver Coastal Health,17650588,School Health,LT-3400,Immunizations,"Provides immunizations, health information and referral to school-aged children, staff and parents. Community public health nurses offer outreach consultation and support for families and schools, and early childhood assessments such as dental, hearing, speech, and nutrition.",6048722511,https://www.vch.ca/en/health-topics/healthy-schools,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,3425 Crowley Drive,Vancouver,BC,V5R 6G3,49.237104,-123.031863,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650588&SiteResourceAgencyNum=17648938,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
256,58529011,17649220,17648936,Vancouver Coastal Health,17650588,School Health,LT-3400,Immunizations,"Provides immunizations, health information and referral to school-aged children, staff and parents. Community public health nurses offer outreach consultation and support for families and schools, and early childhood assessments such as dental, hearing, speech, and nutrition.",6049836700,https://www.vch.ca/en/health-topics/healthy-schools,,Y,English,Mon 08:00 - 16:30; Tue 08:00 - 16:30; Wed 08:00 - 16:30; Thu 08:00 - 16:30; Fri 08:00 - 16:30;,132 W Esplanade,North Vancouver,BC,V7M 1A2,49.311674,-123.080569,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650588&SiteResourceAgencyNum=17649220,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
257,58529013,17649304,17648936,Vancouver Coastal Health,17650588,School Health,LT-3400,Immunizations,"Provides immunizations, health information and referral to school-aged children, staff and parents. Community public health nurses offer outreach consultation and support for families and schools, and early childhood assessments such as dental, hearing, speech, and nutrition.",6049836200,https://www.vch.ca/en/health-topics/healthy-schools,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,2121 Marine Drive,West Vancouver,BC,V7V 4Y2,49.330132,-123.168844,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650588&SiteResourceAgencyNum=17649304,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
258,58529031,17649010,17648936,Vancouver Coastal Health,17650588,School Health,LT-3400,Immunizations,"Provides immunizations, health information and referral to school-aged children, staff and parents. Community public health nurses offer outreach consultation and support for families and schools, and early childhood assessments such as dental, hearing, speech, and nutrition.",6042333150,https://www.vch.ca/en/health-topics/healthy-schools,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30;,8100 Granville Avenue,Richmond,BC,V6Y 3T6,49.162660,-123.134769,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650588&SiteResourceAgencyNum=17649010,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
259,58529037,17649176,17648936,Vancouver Coastal Health,17650588,School Health,LT-3400,Immunizations,"Provides immunizations, health information and referral to school-aged children, staff and parents. Community public health nurses offer outreach consultation and support for families and schools, and early childhood assessments such as dental, hearing, speech, and nutrition.",6048946939,https://www.vch.ca/en/health-topics/healthy-schools,,Y,English,Mon 08:30 - 20:30; Tue 08:30 - 20:30; Wed 08:30 - 20:30; Thu 08:30 - 20:30; Fri 08:30 - 20:30; Sat 08:30 - 20:30; Sun 08:30 - 20:30;,1403 Portage Road,Pemberton,BC,V0N 2L0,50.320760,-122.804482,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650588&SiteResourceAgencyNum=17649176,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
260,58529039,17649178,17648936,Vancouver Coastal Health,17650588,School Health,LT-3400,Immunizations,"Provides immunizations, health information and referral to school-aged children, staff and parents. Community public health nurses offer outreach consultation and support for families and schools, and early childhood assessments such as dental, hearing, speech, and nutrition.",6048922293,https://www.vch.ca/en/health-topics/healthy-schools,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,1140 Hunter Place,Squamish,BC,V8B 0G8,49.702958,-123.146301,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650588&SiteResourceAgencyNum=17649178,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
261,58529041,17649180,17648936,Vancouver Coastal Health,17650588,School Health,LT-3400,Immunizations,"Provides immunizations, health information and referral to school-aged children, staff and parents. Community public health nurses offer outreach consultation and support for families and schools, and early childhood assessments such as dental, hearing, speech, and nutrition.",6049324911,https://www.vch.ca/en/health-topics/healthy-schools,,Y,English,Mon 08:00 - 10:00; Tue 08:00 - 10:00; Wed 08:00 - 10:00; Thu 08:00 - 10:00; Fri 08:00 - 10:00; Sat 08:00 - 10:00; Sun 08:00 - 10:00;,4380 Lorimer Road,Whistler,BC,V8E 1A7,50.120463,-122.954906,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650588&SiteResourceAgencyNum=17649180,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
262,24075822,17649410,17648936,Vancouver Coastal Health,24061063,Sunshine Coast Womens Health Clinic,LT-3400,Immunizations,"Offers a variety of services to support the healthcare and wellness needs of women in the Sunshine Coast area. Services include immunizations, pregnancy testing and counselling, birth control, emergency contraception, HIV and STI testing, PAP tests, and sexual assault services.",6049845070,,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,821 Gibsons Way,Gibsons,BC,V0N 1V8,49.406577,-123.515285,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=24061063&SiteResourceAgencyNum=17649410,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
